ProduktNR,Kontotyp,Art,Year,Amount,ProduktbereichNR,ProduktgruppeNR,Produkt,Produktbereich,Produktgruppe
2106010,Aufwendung,Plan,2019,6888731.23,21,2106,Schülerbeförderung,Schulträgeraufgaben,Schülerbeförderung
2106010,Verlust,Plan,2019,6796293.18,21,2106,Schülerbeförderung,Schulträgeraufgaben,Schülerbeförderung
2111010,Ertrag,Plan,2019,8479445.45,21,2111,Grundschulen,Schulträgeraufgaben,Grundschulen
2111010,Aufwendung,Plan,2019,28613161.27,21,2111,Grundschulen,Schulträgeraufgaben,Grundschulen
2111010,Verlust,Plan,2019,20133715.82,21,2111,Grundschulen,Schulträgeraufgaben,Grundschulen
2112010,Ertrag,Plan,2019,438841.02,21,2112,Hauptschulen,Schulträgeraufgaben,Hauptschulen
2112010,Aufwendung,Plan,2019,7759709.27,21,2112,Hauptschulen,Schulträgeraufgaben,Hauptschulen
2112010,Verlust,Plan,2019,7320868.25,21,2112,Hauptschulen,Schulträgeraufgaben,Hauptschulen
2113010,Ertrag,Plan,2019,300665.62,21,2113,Realschulen,Schulträgeraufgaben,Realschulen
2113010,Aufwendung,Plan,2019,5995333.02,21,2113,Realschulen,Schulträgeraufgaben,Realschulen
2113010,Verlust,Plan,2019,5694667.40,21,2113,Realschulen,Schulträgeraufgaben,Realschulen
2114010,Ertrag,Plan,2019,916753.35,21,2114,Gymnasien,Schulträgeraufgaben,Gymnasien
2114010,Aufwendung,Plan,2019,14733454.63,21,2114,Gymnasien,Schulträgeraufgaben,Gymnasien
2114010,Verlust,Plan,2019,13816701.28,21,2114,Gymnasien,Schulträgeraufgaben,Gymnasien
2115010,Ertrag,Plan,2019,582323.93,21,2115,Gesamtschulen,Schulträgeraufgaben,Gesamtschulen
2115010,Aufwendung,Plan,2019,10766038.61,21,2115,Gesamtschulen,Schulträgeraufgaben,Gesamtschulen
2115010,Verlust,Plan,2019,10183714.68,21,2115,Gesamtschulen,Schulträgeraufgaben,Gesamtschulen
2116010,Ertrag,Plan,2019,247506.97,21,2116,Förderschulen,Schulträgeraufgaben,Förderschulen
2116010,Aufwendung,Plan,2019,4463723.09,21,2116,Förderschulen,Schulträgeraufgaben,Förderschulen
2116010,Verlust,Plan,2019,4216216.12,21,2116,Förderschulen,Schulträgeraufgaben,Förderschulen
2117010,Ertrag,Plan,2019,694250.62,21,2117,Berufskollegs,Schulträgeraufgaben,Berufskollegs
2117010,Aufwendung,Plan,2019,12797649.15,21,2117,Berufskollegs,Schulträgeraufgaben,Berufskollegs
2117010,Verlust,Plan,2019,12103398.53,21,2117,Berufskollegs,Schulträgeraufgaben,Berufskollegs
2117020,Ertrag,Plan,2019,51324.76,21,2117,Schulmensa Kohlstraße,Schulträgeraufgaben,Berufskollegs
2117020,Aufwendung,Plan,2019,28628.57,21,2117,Schulmensa Kohlstraße,Schulträgeraufgaben,Berufskollegs
2117020,Gewinn,Plan,2019,22696.19,21,2117,Schulmensa Kohlstraße,Schulträgeraufgaben,Berufskollegs
2501010,Ertrag,Plan,2019,137978.66,25,2501,Kulturbüro,Kultur und Wissenschaft,Kulturförderung
2501010,Aufwendung,Plan,2019,1265147.57,25,2501,Kulturbüro,Kultur und Wissenschaft,Kulturförderung
2501010,Verlust,Plan,2019,1127168.91,25,2501,Kulturbüro,Kultur und Wissenschaft,Kulturförderung
2502010,Ertrag,Plan,2019,306710.00,25,2502,KULTURsekretariat,Kultur und Wissenschaft,KULTURsekretariat NRW
2502010,Aufwendung,Plan,2019,400403.88,25,2502,KULTURsekretariat,Kultur und Wissenschaft,KULTURsekretariat NRW
2502010,Verlust,Plan,2019,93693.88,25,2502,KULTURsekretariat,Kultur und Wissenschaft,KULTURsekretariat NRW
2503010,Ertrag,Plan,2019,1635525.19,25,2503,Bergische Musikschule,Kultur und Wissenschaft,Musik- / Kunstschule
2503010,Aufwendung,Plan,2019,3569496.20,25,2503,Bergische Musikschule,Kultur und Wissenschaft,Musik- / Kunstschule
2503010,Verlust,Plan,2019,1933971.01,25,2503,Bergische Musikschule,Kultur und Wissenschaft,Musik- / Kunstschule
2504010,Ertrag,Plan,2019,561082.90,25,2504,Medien und Informationen,Kultur und Wissenschaft,Bibliothek
2504010,Aufwendung,Plan,2019,5314065.68,25,2504,Medien und Informationen,Kultur und Wissenschaft,Bibliothek
2504010,Verlust,Plan,2019,4752982.78,25,2504,Medien und Informationen,Kultur und Wissenschaft,Bibliothek
2505010,Ertrag,Plan,2019,35204.48,25,2505,Stadtarchiv,Kultur und Wissenschaft,Archiv
2505010,Aufwendung,Plan,2019,861842.07,25,2505,Stadtarchiv,Kultur und Wissenschaft,Archiv
2505010,Verlust,Plan,2019,826637.59,25,2505,Stadtarchiv,Kultur und Wissenschaft,Archiv
2506010,Aufwendung,Plan,2019,19912696.00,25,2506,Zuschuss für Bühnen und Orchester GmbH,Kultur und Wissenschaft,Theater und Konzerte
2506020,Ertrag,Plan,2019,12000000.00,25,2506,Zuschuss für Tanztheater,Kultur und Wissenschaft,Theater und Konzerte
2506020,Aufwendung,Plan,2019,15219900.00,25,2506,Zuschuss für Tanztheater,Kultur und Wissenschaft,Theater und Konzerte
2506020,Verlust,Plan,2019,3219900.00,25,2506,Zuschuss für Tanztheater,Kultur und Wissenschaft,Theater und Konzerte
2509010,Ertrag,Plan,2019,286230.22,25,2509,Sammlung+son.Leist. Von der Heydt-Museum,Kultur und Wissenschaft,Von der Heydt-Museum
2509010,Aufwendung,Plan,2019,5265440.86,25,2509,Sammlung+son.Leist. Von der Heydt-Museum,Kultur und Wissenschaft,Von der Heydt-Museum
2509010,Verlust,Plan,2019,4979210.64,25,2509,Sammlung+son.Leist. Von der Heydt-Museum,Kultur und Wissenschaft,Von der Heydt-Museum
2510010,Ertrag,Plan,2019,61946.19,25,2510,Historisches Zentrum,Kultur und Wissenschaft,Historisches Zentrum
2510010,Aufwendung,Plan,2019,1351590.41,25,2510,Historisches Zentrum,Kultur und Wissenschaft,Historisches Zentrum
2510010,Verlust,Plan,2019,1289644.22,25,2510,Historisches Zentrum,Kultur und Wissenschaft,Historisches Zentrum
2512010,Aufwendung,Plan,2019,2653000.00,25,2512,Zuschuss Berg.Volkshochschule Zweckverb.,Kultur und Wissenschaft,Zuschuss Berg.Volkshochschule Zweckverb.
2513010,Ertrag,Plan,2019,4732497.00,25,2513,Zoologischer Garten,Kultur und Wissenschaft,Tierpark
2513010,Aufwendung,Plan,2019,9964575.57,25,2513,Zoologischer Garten,Kultur und Wissenschaft,Tierpark
2513010,Verlust,Plan,2019,5232078.57,25,2513,Zoologischer Garten,Kultur und Wissenschaft,Tierpark
3101010,Aufwendung,Plan,2019,240000.00,31,3101,Zuschuss zum Eigenbetrieb APH,Soziale Leistungen,Unterstützung von Senioren
3102040,Ertrag,Plan,2019,6853.80,31,3102,Betreuung nach dem Betreuungsgesetz,Soziale Leistungen,Betreuung nach dem Betreuungsgesetz
3102040,Aufwendung,Plan,2019,1090720.76,31,3102,Betreuung nach dem Betreuungsgesetz,Soziale Leistungen,Betreuung nach dem Betreuungsgesetz
3102040,Verlust,Plan,2019,1083866.96,31,3102,Betreuung nach dem Betreuungsgesetz,Soziale Leistungen,Betreuung nach dem Betreuungsgesetz
3103050,Ertrag,Plan,2019,88582500.00,31,3103,Grundsicherung SGB II,Soziale Leistungen,Grundsicherung SGB II
3103050,Aufwendung,Plan,2019,174096669.75,31,3103,Grundsicherung SGB II,Soziale Leistungen,Grundsicherung SGB II
3103050,Verlust,Plan,2019,85514169.75,31,3103,Grundsicherung SGB II,Soziale Leistungen,Grundsicherung SGB II
3104010,Ertrag,Plan,2019,40564.44,31,3104,Leistungen nach dem BAföG,Soziale Leistungen,Leistungen nach dem BaföG
3104010,Aufwendung,Plan,2019,754959.06,31,3104,Leistungen nach dem BAföG,Soziale Leistungen,Leistungen nach dem BaföG
3104010,Verlust,Plan,2019,714394.62,31,3104,Leistungen nach dem BAföG,Soziale Leistungen,Leistungen nach dem BaföG
3105010,Ertrag,Plan,2019,40367363.56,31,3105,Hilfen nach AsylBLG,Soziale Leistungen,Hilfen nach AsylBLG
3105010,Aufwendung,Plan,2019,47922965.20,31,3105,Hilfen nach AsylBLG,Soziale Leistungen,Hilfen nach AsylBLG
3105010,Verlust,Plan,2019,7555601.64,31,3105,Hilfen nach AsylBLG,Soziale Leistungen,Hilfen nach AsylBLG
3106010,Ertrag,Plan,2019,10181.38,31,3106,Wohngeld / Komm. Zuschüsse zur Miete,Soziale Leistungen,Subjektbezogene Förderung für Wohnraum
3106010,Aufwendung,Plan,2019,1495194.26,31,3106,Wohngeld / Komm. Zuschüsse zur Miete,Soziale Leistungen,Subjektbezogene Förderung für Wohnraum
3106010,Verlust,Plan,2019,1485012.88,31,3106,Wohngeld / Komm. Zuschüsse zur Miete,Soziale Leistungen,Subjektbezogene Förderung für Wohnraum
3107010,Ertrag,Plan,2019,15589.00,31,3107,Hilfen z. Erhalt/Erlangung einer Wohnung,Soziale Leistungen,Hilfen bei Wohnproblemen
3107010,Aufwendung,Plan,2019,370256.95,31,3107,Hilfen z. Erhalt/Erlangung einer Wohnung,Soziale Leistungen,Hilfen bei Wohnproblemen
3107010,Verlust,Plan,2019,354667.95,31,3107,Hilfen z. Erhalt/Erlangung einer Wohnung,Soziale Leistungen,Hilfen bei Wohnproblemen
3108010,Ertrag,Plan,2019,163813.56,31,3108,Bewirtschaftung Obdachlosenunterkünfte,Soziale Leistungen,Hilfen für Wohnungslose
3108010,Aufwendung,Plan,2019,285804.40,31,3108,Bewirtschaftung Obdachlosenunterkünfte,Soziale Leistungen,Hilfen für Wohnungslose
3108010,Verlust,Plan,2019,121990.84,31,3108,Bewirtschaftung Obdachlosenunterkünfte,Soziale Leistungen,Hilfen für Wohnungslose
3109010,Ertrag,Plan,2019,5054619.28,31,3109,Verwaltung+Betrieb Übergangseinrichtung.,Soziale Leistungen,Hilfen für Migranten bei Wohnproblemen
3109010,Aufwendung,Plan,2019,17047087.79,31,3109,Verwaltung+Betrieb Übergangseinrichtung.,Soziale Leistungen,Hilfen für Migranten bei Wohnproblemen
3109010,Verlust,Plan,2019,11992468.51,31,3109,Verwaltung+Betrieb Übergangseinrichtung.,Soziale Leistungen,Hilfen für Migranten bei Wohnproblemen
3110010,Ertrag,Plan,2019,2463857.87,31,3110,Schwerbehindertenversorgung,Soziale Leistungen,Schwerbehindertenversorgung
3110010,Aufwendung,Plan,2019,2786493.29,31,3110,Schwerbehindertenversorgung,Soziale Leistungen,Schwerbehindertenversorgung
3110010,Verlust,Plan,2019,322635.42,31,3110,Schwerbehindertenversorgung,Soziale Leistungen,Schwerbehindertenversorgung
3110020,Ertrag,Plan,2019,703576.08,31,3110,Fürsorgestelle für Schwerbehinderte,Soziale Leistungen,Schwerbehindertenversorgung
3110020,Aufwendung,Plan,2019,972578.97,31,3110,Fürsorgestelle für Schwerbehinderte,Soziale Leistungen,Schwerbehindertenversorgung
3110020,Verlust,Plan,2019,269002.89,31,3110,Fürsorgestelle für Schwerbehinderte,Soziale Leistungen,Schwerbehindertenversorgung
3111010,Ertrag,Plan,2019,10.20,31,3111,Ärztlicher Dienst Schwerbehindertenrecht,Soziale Leistungen,Ärztlicher Dienst Schwerbehindertenrecht
3111010,Aufwendung,Plan,2019,398484.03,31,3111,Ärztlicher Dienst Schwerbehindertenrecht,Soziale Leistungen,Ärztlicher Dienst Schwerbehindertenrecht
3111010,Verlust,Plan,2019,398473.83,31,3111,Ärztlicher Dienst Schwerbehindertenrecht,Soziale Leistungen,Ärztlicher Dienst Schwerbehindertenrecht
3112010,Ertrag,Plan,2019,4290051.57,31,3112,Unterhaltsvorschuss,Soziale Leistungen,Lstg. n.d.UVG+Heranzieh.außerh.Einricht.
3112010,Aufwendung,Plan,2019,7332624.10,31,3112,Unterhaltsvorschuss,Soziale Leistungen,Lstg. n.d.UVG+Heranzieh.außerh.Einricht.
3112010,Verlust,Plan,2019,3042572.53,31,3112,Unterhaltsvorschuss,Soziale Leistungen,Lstg. n.d.UVG+Heranzieh.außerh.Einricht.
3114010,Aufwendung,Plan,2019,40255.63,31,3114,Lastenausgleich,Soziale Leistungen,Sonstige soziale Leistungen
3114020,Ertrag,Plan,2019,1.08,31,3114,Leistungen der Unterhaltssicherung,Soziale Leistungen,Sonstige soziale Leistungen
3114020,Aufwendung,Plan,2019,1570.81,31,3114,Leistungen der Unterhaltssicherung,Soziale Leistungen,Sonstige soziale Leistungen
3114020,Verlust,Plan,2019,1569.73,31,3114,Leistungen der Unterhaltssicherung,Soziale Leistungen,Sonstige soziale Leistungen
3115010,Ertrag,Plan,2019,140000.96,31,3115,Hilfen nach dem SGB XII für Flüchtlinge,Soziale Leistungen,Hilfen nach dem SGB XII für Flüchtlinge
3115010,Aufwendung,Plan,2019,248912.42,31,3115,Hilfen nach dem SGB XII für Flüchtlinge,Soziale Leistungen,Hilfen nach dem SGB XII für Flüchtlinge
3115010,Verlust,Plan,2019,108911.46,31,3115,Hilfen nach dem SGB XII für Flüchtlinge,Soziale Leistungen,Hilfen nach dem SGB XII für Flüchtlinge
3116020,Ertrag,Plan,2019,1153231.85,31,3116,"Zentrum Integrat./Bildung, kult.Vielfalt",Soziale Leistungen,"Zentrum Integr./ Bildg., kult. Vielfalt"
3116020,Aufwendung,Plan,2019,3237620.37,31,3116,"Zentrum Integrat./Bildung, kult.Vielfalt",Soziale Leistungen,"Zentrum Integr./ Bildg., kult. Vielfalt"
3116020,Verlust,Plan,2019,2084388.52,31,3116,"Zentrum Integrat./Bildung, kult.Vielfalt",Soziale Leistungen,"Zentrum Integr./ Bildg., kult. Vielfalt"
3117010,Ertrag,Plan,2019,1153138.24,31,3117,Hilfen z.Lebensunterhalt (3.Kap.SGB XII),Soziale Leistungen,Hilfen z.Lebensunterhalt (3.Kap.SGB XII)
3117010,Aufwendung,Plan,2019,10293606.24,31,3117,Hilfen z.Lebensunterhalt (3.Kap.SGB XII),Soziale Leistungen,Hilfen z.Lebensunterhalt (3.Kap.SGB XII)
3117010,Verlust,Plan,2019,9140468.00,31,3117,Hilfen z.Lebensunterhalt (3.Kap.SGB XII),Soziale Leistungen,Hilfen z.Lebensunterhalt (3.Kap.SGB XII)
3118010,Ertrag,Plan,2019,51692040.48,31,3118,Grundsicherung i.Alter (4. Kap. SGB XII),Soziale Leistungen,Grundsicherung i.Alter (4. Kap. SGB XII)
3118010,Aufwendung,Plan,2019,54317429.83,31,3118,Grundsicherung i.Alter (4. Kap. SGB XII),Soziale Leistungen,Grundsicherung i.Alter (4. Kap. SGB XII)
3118010,Verlust,Plan,2019,2625389.35,31,3118,Grundsicherung i.Alter (4. Kap. SGB XII),Soziale Leistungen,Grundsicherung i.Alter (4. Kap. SGB XII)
3119010,Ertrag,Plan,2019,3500.36,31,3119,Hilfen zur Gesundheit (5. Kap. SGB XII),Soziale Leistungen,Hilfen zur Gesundheit (5. Kap. SGB XII)
3119010,Aufwendung,Plan,2019,7142205.27,31,3119,Hilfen zur Gesundheit (5. Kap. SGB XII),Soziale Leistungen,Hilfen zur Gesundheit (5. Kap. SGB XII)
3119010,Verlust,Plan,2019,7138704.91,31,3119,Hilfen zur Gesundheit (5. Kap. SGB XII),Soziale Leistungen,Hilfen zur Gesundheit (5. Kap. SGB XII)
3120010,Ertrag,Plan,2019,2103073.99,31,3120,Eingliederungshilfe (6. Kap. SGB XII),Soziale Leistungen,Eingliederungshilfe (6. Kap. SGB XII)
3120010,Aufwendung,Plan,2019,10266524.36,31,3120,Eingliederungshilfe (6. Kap. SGB XII),Soziale Leistungen,Eingliederungshilfe (6. Kap. SGB XII)
3120010,Verlust,Plan,2019,8163450.37,31,3120,Eingliederungshilfe (6. Kap. SGB XII),Soziale Leistungen,Eingliederungshilfe (6. Kap. SGB XII)
3121010,Ertrag,Plan,2019,4971313.94,31,3121,Hilfe zur Pflege (7. Kap. SGB XII),Soziale Leistungen,Hilfe zur Pflege (7. Kap. SGB XII)
3121010,Aufwendung,Plan,2019,55378525.42,31,3121,Hilfe zur Pflege (7. Kap. SGB XII),Soziale Leistungen,Hilfe zur Pflege (7. Kap. SGB XII)
3121010,Verlust,Plan,2019,50407211.48,31,3121,Hilfe zur Pflege (7. Kap. SGB XII),Soziale Leistungen,Hilfe zur Pflege (7. Kap. SGB XII)
3122010,Ertrag,Plan,2019,285003.84,31,3122,Hilfe bes.soz.Schwierigk.(8.Kap.SGB XII),Soziale Leistungen,Hilfe bes.soz.Schwierigk.(8.Kap.SGB XII)
3122010,Aufwendung,Plan,2019,2869899.84,31,3122,Hilfe bes.soz.Schwierigk.(8.Kap.SGB XII),Soziale Leistungen,Hilfe bes.soz.Schwierigk.(8.Kap.SGB XII)
3122010,Verlust,Plan,2019,2584896.00,31,3122,Hilfe bes.soz.Schwierigk.(8.Kap.SGB XII),Soziale Leistungen,Hilfe bes.soz.Schwierigk.(8.Kap.SGB XII)
3123010,Ertrag,Plan,2019,13558.09,31,3123,Hilfe and. Lebenslagen (9. Kap. SGB XII),Soziale Leistungen,Hilfe and. Lebenslagen (9. Kap. SGB XII)
3123010,Aufwendung,Plan,2019,669620.55,31,3123,Hilfe and. Lebenslagen (9. Kap. SGB XII),Soziale Leistungen,Hilfe and. Lebenslagen (9. Kap. SGB XII)
3123010,Verlust,Plan,2019,656062.46,31,3123,Hilfe and. Lebenslagen (9. Kap. SGB XII),Soziale Leistungen,Hilfe and. Lebenslagen (9. Kap. SGB XII)
3601010,Ertrag,Plan,2019,23496842.41,36,3601,Betrieb städtischer Kitas,"Kinder-, Jugend- u. Familienhilfe",Förderung von Kindern in Tagesbetreuung
3601010,Aufwendung,Plan,2019,59788311.89,36,3601,Betrieb städtischer Kitas,"Kinder-, Jugend- u. Familienhilfe",Förderung von Kindern in Tagesbetreuung
3601010,Verlust,Plan,2019,36291469.48,36,3601,Betrieb städtischer Kitas,"Kinder-, Jugend- u. Familienhilfe",Förderung von Kindern in Tagesbetreuung
3601020,Ertrag,Plan,2019,31128833.21,36,3601,Förderung v. Einrichtungen freier Träger,"Kinder-, Jugend- u. Familienhilfe",Förderung von Kindern in Tagesbetreuung
3601020,Aufwendung,Plan,2019,51574086.05,36,3601,Förderung v. Einrichtungen freier Träger,"Kinder-, Jugend- u. Familienhilfe",Förderung von Kindern in Tagesbetreuung
3601020,Verlust,Plan,2019,20445252.84,36,3601,Förderung v. Einrichtungen freier Träger,"Kinder-, Jugend- u. Familienhilfe",Förderung von Kindern in Tagesbetreuung
3602010,Ertrag,Plan,2019,1165613.47,36,3602,Tagespflege,"Kinder-, Jugend- u. Familienhilfe",Tagespflege
3602010,Aufwendung,Plan,2019,4072231.33,36,3602,Tagespflege,"Kinder-, Jugend- u. Familienhilfe",Tagespflege
3602010,Verlust,Plan,2019,2906617.86,36,3602,Tagespflege,"Kinder-, Jugend- u. Familienhilfe",Tagespflege
3603010,Ertrag,Plan,2019,821209.78,36,3603,Förd. KiJu in offenen Einrichtungen,"Kinder-, Jugend- u. Familienhilfe",Einrichtungen der Jugendarbeit
3603010,Aufwendung,Plan,2019,8038268.85,36,3603,Förd. KiJu in offenen Einrichtungen,"Kinder-, Jugend- u. Familienhilfe",Einrichtungen der Jugendarbeit
3603010,Verlust,Plan,2019,7217059.07,36,3603,Förd. KiJu in offenen Einrichtungen,"Kinder-, Jugend- u. Familienhilfe",Einrichtungen der Jugendarbeit
3603060,Ertrag,Plan,2019,600134.52,36,3603,Pl./Weiterentw. Freiräume u.Spielflächen,"Kinder-, Jugend- u. Familienhilfe",Einrichtungen der Jugendarbeit
3603060,Aufwendung,Plan,2019,1167763.20,36,3603,Pl./Weiterentw. Freiräume u.Spielflächen,"Kinder-, Jugend- u. Familienhilfe",Einrichtungen der Jugendarbeit
3603060,Verlust,Plan,2019,567628.68,36,3603,Pl./Weiterentw. Freiräume u.Spielflächen,"Kinder-, Jugend- u. Familienhilfe",Einrichtungen der Jugendarbeit
3604010,Ertrag,Plan,2019,352703.00,36,3604,HdJ Bamen BGA,"Kinder-, Jugend- u. Familienhilfe",Haus der Jugend Barmen
3604010,Aufwendung,Plan,2019,831867.62,36,3604,HdJ Bamen BGA,"Kinder-, Jugend- u. Familienhilfe",Haus der Jugend Barmen
3604010,Verlust,Plan,2019,479164.62,36,3604,HdJ Bamen BGA,"Kinder-, Jugend- u. Familienhilfe",Haus der Jugend Barmen
3605010,Ertrag,Plan,2019,15536987.72,36,3605,Hilfen z.Erziehung u.präventive Projekte,"Kinder-, Jugend- u. Familienhilfe",Leist. z.Förd.junger Menschen u.Familien
3605010,Aufwendung,Plan,2019,95008029.60,36,3605,Hilfen z.Erziehung u.präventive Projekte,"Kinder-, Jugend- u. Familienhilfe",Leist. z.Förd.junger Menschen u.Familien
3605010,Verlust,Plan,2019,79471041.88,36,3605,Hilfen z.Erziehung u.präventive Projekte,"Kinder-, Jugend- u. Familienhilfe",Leist. z.Förd.junger Menschen u.Familien
3605050,Ertrag,Plan,2019,58.89,36,3605,Beistandschaften,"Kinder-, Jugend- u. Familienhilfe",Leist. z.Förd.junger Menschen u.Familien
3605050,Aufwendung,Plan,2019,1249046.17,36,3605,Beistandschaften,"Kinder-, Jugend- u. Familienhilfe",Leist. z.Förd.junger Menschen u.Familien
3605050,Verlust,Plan,2019,1248987.28,36,3605,Beistandschaften,"Kinder-, Jugend- u. Familienhilfe",Leist. z.Förd.junger Menschen u.Familien
3609010,Ertrag,Plan,2019,0.57,36,3609,Elterngeld,"Kinder-, Jugend- u. Familienhilfe",Elterngeld
3609010,Aufwendung,Plan,2019,270656.76,36,3609,Elterngeld,"Kinder-, Jugend- u. Familienhilfe",Elterngeld
3609010,Verlust,Plan,2019,270656.19,36,3609,Elterngeld,"Kinder-, Jugend- u. Familienhilfe",Elterngeld
3610010,Ertrag,Plan,2019,111442.78,36,3610,Förd. KiJu außerhalb von  Einrichtungen,"Kinder-, Jugend- u. Familienhilfe",Förd. KiJu außerhalb von Einrichtungen
3610010,Aufwendung,Plan,2019,2378515.02,36,3610,Förd. KiJu außerhalb von  Einrichtungen,"Kinder-, Jugend- u. Familienhilfe",Förd. KiJu außerhalb von Einrichtungen
3610010,Verlust,Plan,2019,2267072.24,36,3610,Förd. KiJu außerhalb von  Einrichtungen,"Kinder-, Jugend- u. Familienhilfe",Förd. KiJu außerhalb von Einrichtungen
3611010,Ertrag,Plan,2019,120447.63,36,3611,Familien- u. Schulpsychol. Beratung,"Kinder-, Jugend- u. Familienhilfe",Familien- u. Schulpsychol. Beratung
3611010,Aufwendung,Plan,2019,1340021.27,36,3611,Familien- u. Schulpsychol. Beratung,"Kinder-, Jugend- u. Familienhilfe",Familien- u. Schulpsychol. Beratung
3611010,Verlust,Plan,2019,1219573.64,36,3611,Familien- u. Schulpsychol. Beratung,"Kinder-, Jugend- u. Familienhilfe",Familien- u. Schulpsychol. Beratung
4101010,Ertrag,Plan,2019,174620.73,41,4101,"Ärztlicher Dienst, mediz. Begutachtung",Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101010,Aufwendung,Plan,2019,697903.59,41,4101,"Ärztlicher Dienst, mediz. Begutachtung",Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101010,Verlust,Plan,2019,523282.86,41,4101,"Ärztlicher Dienst, mediz. Begutachtung",Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101020,Ertrag,Plan,2019,20038.19,41,4101,Kinder- und Jugendgesundheit,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101020,Aufwendung,Plan,2019,955554.19,41,4101,Kinder- und Jugendgesundheit,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101020,Verlust,Plan,2019,935516.00,41,4101,Kinder- und Jugendgesundheit,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101040,Ertrag,Plan,2019,217.98,41,4101,Hilfe u.Beratung psychisch u.Suchtkranke,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101040,Aufwendung,Plan,2019,750782.56,41,4101,Hilfe u.Beratung psychisch u.Suchtkranke,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101040,Verlust,Plan,2019,750564.58,41,4101,Hilfe u.Beratung psychisch u.Suchtkranke,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101050,Ertrag,Plan,2019,31212.72,41,4101,Infektionsschutz u. QS Gesundheit,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101050,Aufwendung,Plan,2019,776107.29,41,4101,Infektionsschutz u. QS Gesundheit,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101050,Verlust,Plan,2019,744894.57,41,4101,Infektionsschutz u. QS Gesundheit,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101060,Ertrag,Plan,2019,47173.47,41,4101,KC Aids/STD Koordination/Beratung/Unters,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101060,Aufwendung,Plan,2019,198120.55,41,4101,KC Aids/STD Koordination/Beratung/Unters,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101060,Verlust,Plan,2019,150947.08,41,4101,KC Aids/STD Koordination/Beratung/Unters,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101070,Ertrag,Plan,2019,81956.96,41,4101,KC Zahnmedizinischer Dienst,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101070,Aufwendung,Plan,2019,616860.36,41,4101,KC Zahnmedizinischer Dienst,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101070,Verlust,Plan,2019,534903.40,41,4101,KC Zahnmedizinischer Dienst,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101080,Ertrag,Plan,2019,78173.36,41,4101,KC Arzneimittelüberwachung/Sozialpharmaz,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101080,Aufwendung,Plan,2019,190674.67,41,4101,KC Arzneimittelüberwachung/Sozialpharmaz,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101080,Verlust,Plan,2019,112501.31,41,4101,KC Arzneimittelüberwachung/Sozialpharmaz,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4201010,Ertrag,Plan,2019,578890.61,42,4201,Turn- und Sporthallen,Sportförderung,Bereitstellung/Betrieb ged. Sportanlagen
4201010,Aufwendung,Plan,2019,5603400.57,42,4201,Turn- und Sporthallen,Sportförderung,Bereitstellung/Betrieb ged. Sportanlagen
4201010,Verlust,Plan,2019,5024509.96,42,4201,Turn- und Sporthallen,Sportförderung,Bereitstellung/Betrieb ged. Sportanlagen
4201020,Ertrag,Plan,2019,391900.96,42,4201,Uni Halle,Sportförderung,Bereitstellung/Betrieb ged. Sportanlagen
4201020,Aufwendung,Plan,2019,1920279.14,42,4201,Uni Halle,Sportförderung,Bereitstellung/Betrieb ged. Sportanlagen
4201020,Verlust,Plan,2019,1528378.18,42,4201,Uni Halle,Sportförderung,Bereitstellung/Betrieb ged. Sportanlagen
4202010,Ertrag,Plan,2019,351164.68,42,4202,Sportförderung,Sportförderung,Sportförderung
4202010,Aufwendung,Plan,2019,1558462.77,42,4202,Sportförderung,Sportförderung,Sportförderung
4202010,Verlust,Plan,2019,1207298.09,42,4202,Sportförderung,Sportförderung,Sportförderung
4203010,Ertrag,Plan,2019,96884.90,42,4203,Nicht definiert,Sportförderung,Bereitstellung/Betrieb Bäder
4203010,Aufwendung,Plan,2019,525888.77,42,4203,Nicht definiert,Sportförderung,Bereitstellung/Betrieb Bäder
4203010,Verlust,Plan,2019,429003.87,42,4203,Nicht definiert,Sportförderung,Bereitstellung/Betrieb Bäder
